train_acc,train_loss,val_acc,val_loss
0.04486315789473685,4.254055,0.07080000000000002,3.9931061
0.08690526315789474,3.8853111,0.10600000000000001,3.7374296
0.13793684210526316,3.5605593,0.15639999999999998,3.3943675
0.19077894736842108,3.2451737,0.22399999999999998,3.0915384
0.2446315789473684,2.9628468,0.258,2.870659
0.2881684210526316,2.7333484,0.3004,2.679595
0.3314526315789474,2.5345,0.32839999999999997,2.546608
0.3678315789473684,2.372937,0.36479999999999996,2.362321
0.3945052631578947,2.2398114,0.3888,2.291047
0.41743157894736843,2.1394992,0.41759999999999997,2.1568227
0.43720000000000003,2.0477698,0.4208,2.1063156
0.4575789473684211,1.9664103,0.44839999999999997,2.0202987
0.47330526315789473,1.894157,0.4524,1.9711941
0.48875789473684217,1.8312081,0.4636,1.9200293
0.4988631578947368,1.7751926,0.4804,1.8926406
0.5167157894736842,1.717288,0.49200000000000005,1.8398706
0.5277894736842105,1.6729946,0.4796,1.8581282
0.5366526315789474,1.6261402,0.5092,1.8153751
0.5485052631578946,1.5888798,0.4936,1.8187051
0.5572631578947368,1.5513562,0.5112000000000001,1.7589979
0.5638947368421053,1.5184308,0.524,1.7092711
0.5745052631578947,1.4818903,0.5264,1.7105856
0.5827368421052631,1.4478085,0.5172,1.7584257
0.5897894736842105,1.4221368,0.51,1.7841666
0.5959157894736842,1.3976871,0.5428000000000001,1.6684352
0.6029894736842104,1.3684629,0.5296,1.71923
0.6107578947368422,1.3425024,0.5288,1.6807108
0.6147578947368421,1.3165063,0.5424000000000001,1.6398946
0.6212631578947369,1.2946206,0.5524,1.6711901
0.6290315789473684,1.2668033,0.5476,1.6341655
0.6336631578947368,1.2512698,0.5528,1.646012
0.6398736842105263,1.2225964,0.5608000000000001,1.6024034
0.6448421052631578,1.2055157,0.5608,1.6212109
0.6498315789473683,1.1788461,0.57,1.5975567
0.6561684210526315,1.1599694,0.562,1.6439929
0.6584842105263158,1.1501687,0.5663999999999999,1.6205171
0.6642315789473684,1.1254395,0.5596000000000001,1.653166
0.6723368421052632,1.1084425,0.5532,1.6293855
0.6722947368421052,1.0920967,0.5724000000000001,1.5872641
0.6767789473684211,1.0785947,0.562,1.609486
0.6824842105263157,1.0577066,0.5672,1.6199094
0.6894105263157896,1.037996,0.5696,1.6324462
0.6910105263157895,1.0246702,0.5760000000000001,1.5997591
0.6970736842105263,1.0076703,0.5684,1.6011119
0.7025052631578947,0.9826388,0.5831999999999999,1.596788
0.7038105263157893,0.9807698,0.5796,1.622164
0.7073052631578948,0.959998,0.5760000000000001,1.6214397
0.7113473684210526,0.9455461,0.5764,1.6423507
0.7198315789473685,0.92256516,0.5724,1.6257557
0.7223368421052632,0.9121029,0.5792,1.624072
0.7262315789473682,0.9009118,0.576,1.6802759
0.728042105263158,0.8877599,0.5811999999999999,1.6192633
0.7316421052631579,0.8741735,0.5628,1.6733986
0.7334947368421052,0.8629662,0.5880000000000001,1.640764
0.7387157894736842,0.8455759,0.5808,1.6288589
0.7439789473684211,0.83436656,0.5868,1.6525534
0.7452421052631579,0.82413536,0.5771999999999999,1.6245974
0.7473263157894737,0.81240165,0.5940000000000001,1.6419711
0.7500842105263157,0.803611,0.5856,1.6181561
0.7552000000000001,0.7829699,0.5788,1.6623111
0.7574315789473683,0.77564657,0.588,1.6738285
0.763578947368421,0.75583965,0.5916,1.6527148
0.7663368421052631,0.7496181,0.5824,1.6485046
0.7719578947368423,0.7359712,0.5831999999999999,1.6574384
0.773978947368421,0.7242035,0.5916,1.681419
0.7762736842105263,0.71708417,0.5811999999999999,1.6665492
0.7796842105263159,0.70609653,0.5812,1.6926073
0.781242105263158,0.6966785,0.5808000000000001,1.6859262
0.7839368421052632,0.6885786,0.5916,1.6608322
0.788,0.6734578,0.5811999999999999,1.7087055
0.7922526315789473,0.6625763,0.5920000000000001,1.7026794
0.7947157894736843,0.65257215,0.5892000000000001,1.6805716
0.7973473684210527,0.64944476,0.586,1.7012829
0.7985473684210527,0.64262134,0.5920000000000001,1.7161502
0.8000842105263157,0.6335418,0.5924,1.7116715
0.8021263157894737,0.6307787,0.5928,1.7017018
0.8058315789473683,0.6207179,0.5844,1.722477
0.8068421052631579,0.6172438,0.59,1.7087475
0.8099157894736843,0.60631657,0.59,1.7193447
0.8128421052631579,0.5964238,0.5896,1.7086583
0.8108210526315789,0.5973601,0.5856,1.7204007
0.8126947368421054,0.5893957,0.5912,1.7258793
0.8183368421052633,0.58017606,0.5896,1.7399591
0.818442105263158,0.57350945,0.5904,1.721772
0.8196631578947369,0.574132,0.5968,1.7332757
0.8217263157894735,0.56495404,0.5888,1.751408
0.8228631578947369,0.5574365,0.5896,1.7511543
0.8251999999999999,0.55658275,0.5904,1.7480245
0.8263368421052631,0.54768646,0.5924,1.7338867
0.8257894736842105,0.55091286,0.586,1.753259
0.8272,0.54706854,0.5864,1.7534872
0.8277684210526316,0.54472095,0.5896,1.741225
0.8278526315789474,0.5398326,0.5908,1.7437477
0.8319789473684212,0.5352403,0.5943999999999999,1.7503554
0.8274526315789474,0.5413815,0.5904,1.7521765
0.8301894736842106,0.53474987,0.5876,1.7487419
0.830336842105263,0.53929377,0.5832,1.7584581
0.8321263157894737,0.5322128,0.5832,1.7632228
0.8324842105263157,0.5292441,0.5884,1.7591143
0.8326736842105263,0.52786756,0.5836,1.7591166
